,name,link
1236,Mona Singh,/name/nm1587175/?ref_=tt_cl_t7
1237,Javed Jaffrey,/name/nm0412917/?ref_=tt_cl_t8
1238,Parikshat Sahni,/name/nm0756378/?ref_=tt_cl_t7
1239,Olivier Lafont,/name/nm1717985/?ref_=tt_cl_t10
1240,Rahul Kumar,/name/nm2874992/?ref_=tt_cl_t11
1241,Amardeep Jha,/name/nm1030306/?ref_=tt_cl_t8
1242,Farida Dadi,/name/nm2409254/?ref_=tt_cl_t13
1243,Mukund Bhatt,/name/nm1569092/?ref_=tt_cl_t14
1244,Chaitali Bose,/name/nm3760619/?ref_=tt_cl_t15
1245,Lamberto Maggiorani,/name/nm0536009/?ref_=tt_cl_t1
1246,Enzo Staiola,/name/nm0821543/?ref_=tt_cl_t2
1247,Lianella Carell,/name/nm0136794/?ref_=tt_cl_t3
1248,Elena Altieri,/name/nm0022821/?ref_=tt_cl_t4
1249,Gino Saltamerenda,/name/nm0759031/?ref_=tt_cl_t5
1250,Giulio Chiari,/name/nm0157058/?ref_=tt_cl_t6
1251,Vittorio Antonucci,/name/nm0031509/?ref_=tt_cl_t7
1252,Michele Sakara,/name/nm0757129/?ref_=tt_cl_t8
1253,Fausto Guerzoni,/name/nm0346358/?ref_=tt_cl_t9
1254,Emma Druetti,/name/nm0238494/?ref_=tt_cl_t10
1255,Carlo Jachino,/name/nm0413063/?ref_=tt_cl_t11
1256,Mélanie Laurent,/name/nm0491259/?ref_=tt_cl_t2
1257,Eli Roth,/name/nm0744834/?ref_=tt_cl_t4
1258,Michael Fassbender,/name/nm1055413/?ref_=tt_cl_t5
1259,Diane Kruger,/name/nm1208167/?ref_=tt_cl_t6
1260,Daniel Brühl,/name/nm0117709/?ref_=tt_cl_t11
1261,Til Schweiger,/name/nm0001709/?ref_=tt_cl_t8
1262,Gedeon Burkhard,/name/nm0121972/?ref_=tt_cl_t9
1263,Jacky Ido,/name/nm1784515/?ref_=tt_cl_t10
1264,B.J. Novak,/name/nm1145983/?ref_=tt_cl_t11
1265,Omar Doom,/name/nm2374829/?ref_=tt_cl_t12
1266,August Diehl,/name/nm0225944/?ref_=tt_cl_t13
1267,Denis Ménochet,/name/nm1616970/?ref_=tt_cl_t14
1268,Sylvester Groth,/name/nm0343857/?ref_=tt_cl_t15
1269,Carl Miller,/name/nm0588033/?ref_=tt_cl_t1
1270,Edna Purviance,/name/nm0701012/?ref_=tt_cl_t2
1271,Jackie Coogan,/name/nm0001067/?ref_=tt_cl_t3
1272,Vinnie Jones,/name/nm0005068/?ref_=tt_cl_t9
1273,Rade Serbedzija,/name/nm0784884/?ref_=tt_cl_t5
1274,Jason Statham,/name/nm0005458/?ref_=tt_cl_t4
1275,Alan Ford,/name/nm0285495/?ref_=tt_cl_t7
1276,Mike Reid,/name/nm0717372/?ref_=tt_cl_t8
1277,Robbie Gee,/name/nm0311563/?ref_=tt_cl_t9
1278,Lennie James,/name/nm0416694/?ref_=tt_cl_t10
1279,Ewen Bremner,/name/nm0001971/?ref_=tt_cl_t2
1280,Jason Flemyng,/name/nm0002076/?ref_=tt_cl_t1
1281,Ade,/name/nm0011744/?ref_=tt_cl_t13
1282,William Beck,/name/nm0065307/?ref_=tt_cl_t14
1283,Andy Beckwith,/name/nm0065874/?ref_=tt_cl_t15
1284,Graham Chapman,/name/nm0001037/?ref_=tt_cl_t1
1285,John Cleese,/name/nm0000092/?ref_=tt_cl_t2
1286,Eric Idle,/name/nm0001385/?ref_=tt_cl_t4
1287,Terry Gilliam,/name/nm0000416/?ref_=tt_cl_t3
1288,Terry Jones,/name/nm0001402/?ref_=tt_cl_t5
1289,Michael Palin,/name/nm0001589/?ref_=tt_cl_t6
1290,Connie Booth,/name/nm0095665/?ref_=tt_cl_t7
1291,Carol Cleveland,/name/nm0166470/?ref_=tt_cl_t8
1292,Neil Innes,/name/nm0409183/?ref_=tt_cl_t10
1293,Bee Duffell,/name/nm0240436/?ref_=tt_cl_t10
1294,John Young,/name/nm0949707/?ref_=tt_cl_t12
1295,Rita Davies,/name/nm0203935/?ref_=tt_cl_t12
1296,Avril Stewart,/name/nm0829189/?ref_=tt_cl_t13
1297,Sally Kinghorn,/name/nm0455435/?ref_=tt_cl_t14
1298,Mark Zycon,/name/nm0959090/?ref_=tt_cl_t15
1299,Ben Affleck,/name/nm0000255/?ref_=tt_cl_t1
1300,Stellan Skarsgård,/name/nm0001745/?ref_=tt_cl_t3
1301,John Mighton,/name/nm0585906/?ref_=tt_cl_t4
1302,Rachel Majorowski,/name/nm0538259/?ref_=tt_cl_t5
1303,Colleen McCauley,/name/nm0565494/?ref_=tt_cl_t6
1304,Casey Affleck,/name/nm0000729/?ref_=tt_cl_t7
1305,Cole Hauser,/name/nm0369513/?ref_=tt_cl_t8
1306,Matt Mercier,/name/nm0580436/?ref_=tt_cl_t9
1307,Ralph St. George,/name/nm0820538/?ref_=tt_cl_t10
1308,Rob Lynds,/name/nm0528546/?ref_=tt_cl_t11
1309,Dan Washington,/name/nm0913418/?ref_=tt_cl_t12
1310,Alison Folland,/name/nm0284315/?ref_=tt_cl_t13
1311,Derrick Bridgeman,/name/nm0108683/?ref_=tt_cl_t14
1312,Vik Sahay,/name/nm0006710/?ref_=tt_cl_t15
1313,Gian Maria Volontè,/name/nm0002231/?ref_=tt_cl_t3
1314,Mario Brega,/name/nm0103828/?ref_=tt_cl_t4
1315,Aldo Sambrell,/name/nm0759757/?ref_=tt_cl_t6
1316,Klaus Kinski,/name/nm0001428/?ref_=tt_cl_t7
1317,Luis Rodríguez,/name/nm0735668/?ref_=tt_cl_t9
1318,Panos Papadopulos,/name/nm0660208/?ref_=tt_cl_t10
1319,Mara Krupp,/name/nm0472756/?ref_=tt_cl_t11
1320,Roberto Camardiel,/name/nm0131209/?ref_=tt_cl_t12
1321,Joseph Egger,/name/nm0250905/?ref_=tt_cl_t13
1322,Tomás Blanco,/name/nm0087339/?ref_=tt_cl_t14
1323,Lorenzo Robledo,/name/nm0696468/?ref_=tt_cl_t15
1324,Mads Mikkelsen,/name/nm0586568/?ref_=tt_cl_t1
1325,Thomas Bo Larsen,/name/nm0488917/?ref_=tt_cl_t2
1326,Annika Wedderkopp,/name/nm5038871/?ref_=tt_cl_t3
1327,Lasse Fogelstrøm,/name/nm5039026/?ref_=tt_cl_t4
1328,Susse Wold,/name/nm0937622/?ref_=tt_cl_t5
1329,Anne Louise Hassing,/name/nm0368482/?ref_=tt_cl_t6
1330,Lars Ranthe,/name/nm1046521/?ref_=tt_cl_t7
1331,Alexandra Rapaport,/name/nm0710658/?ref_=tt_cl_t8
1332,Sebastian Bull Sarning,/name/nm3781410/?ref_=tt_cl_t9
1333,Steen Ordell Guldbrand Jensen,/name/nm5164600/?ref_=tt_cl_t10
1334,Daniel Engstrup,/name/nm3352804/?ref_=tt_cl_t11
1335,Troels Thorsen,/name/nm2344099/?ref_=tt_cl_t12
1336,Søren Rønholt,/name/nm5164640/?ref_=tt_cl_t13
1337,Hana Shuan,/name/nm3769297/?ref_=tt_cl_t14
1338,Jytte Kvinesdal,/name/nm0476989/?ref_=tt_cl_t15
1339,Kim Basinger,/name/nm0000107/?ref_=tt_cl_t5
1340,David Strathairn,/name/nm0000657/?ref_=tt_cl_t3
1341,Ron Rifkin,/name/nm0726492/?ref_=tt_cl_t8
1342,Matt McCoy,/name/nm0566783/?ref_=tt_cl_t9
1343,Paul Guilfoyle,/name/nm0002117/?ref_=tt_cl_t10
1344,Paolo Seganti,/name/nm0781915/?ref_=tt_cl_t11
1345,Elisabeth Granli,/name/nm0335171/?ref_=tt_cl_t12
1346,Sandra Taylor,/name/nm0853140/?ref_=tt_cl_t13
1347,Steve Rankin,/name/nm0710292/?ref_=tt_cl_t14
1348,Graham Beckel,/name/nm0065320/?ref_=tt_cl_t15
1349,Steven Bauer,/name/nm0000874/?ref_=tt_cl_t2
1350,Michelle Pfeiffer,/name/nm0000201/?ref_=tt_cl_t3
1351,Mary Elizabeth Mastrantonio,/name/nm0001512/?ref_=tt_cl_t4
1352,Robert Loggia,/name/nm0005162/?ref_=tt_cl_t5
1353,Miriam Colon,/name/nm0173125/?ref_=tt_cl_t6
1354,Paul Shenar,/name/nm0791502/?ref_=tt_cl_t8
1355,Harris Yulin,/name/nm0950867/?ref_=tt_cl_t9
1356,Ángel Salazar,/name/nm0757774/?ref_=tt_cl_t10
1357,Arnaldo Santana,/name/nm0763274/?ref_=tt_cl_t11
1358,Pepe Serna,/name/nm0785277/?ref_=tt_cl_t12
1359,Michael P. Moran,/name/nm0602930/?ref_=tt_cl_t13
1360,Al Israel,/name/nm0411436/?ref_=tt_cl_t14
1361,Dennis Holahan,/name/nm0389971/?ref_=tt_cl_t15
1362,Jack Lemmon,/name/nm0000493/?ref_=tt_cl_t3
1363,Shirley MacLaine,/name/nm0000511/?ref_=tt_cl_t2
1364,Jack Kruschen,/name/nm0472816/?ref_=tt_cl_t5
1365,David Lewis,/name/nm0507081/?ref_=tt_cl_t6
1366,Hope Holiday,/name/nm0390516/?ref_=tt_cl_t7
1367,Joan Shawlee,/name/nm0790064/?ref_=tt_cl_t8
1368,Naomi Stevens,/name/nm0828653/?ref_=tt_cl_t9
1369,Johnny Seven,/name/nm0786252/?ref_=tt_cl_t10
1370,Joyce Jameson,/name/nm0417055/?ref_=tt_cl_t11
1371,Willard Waterman,/name/nm0914018/?ref_=tt_cl_t12
1372,David White,/name/nm0924668/?ref_=tt_cl_t13
1373,Edie Adams,/name/nm0010944/?ref_=tt_cl_t14
1374,Alfred Abel,/name/nm0002154/?ref_=tt_cl_t1
1375,Gustav Fröhlich,/name/nm0297054/?ref_=tt_cl_t2
1376,Rudolf Klein-Rogge,/name/nm0459030/?ref_=tt_cl_t3
1377,Fritz Rasp,/name/nm0003248/?ref_=tt_cl_t4
1378,Erwin Biswanger,/name/nm0084430/?ref_=tt_cl_t6
1379,Heinrich George,/name/nm0313447/?ref_=tt_cl_t7
1380,Brigitte Helm,/name/nm0375609/?ref_=tt_cl_t8
1381,Machiko Kyô,/name/nm0477553/?ref_=tt_cl_t2
1382,Masayuki Mori,/name/nm0605270/?ref_=tt_cl_t3
1383,Kichijirô Ueda,/name/nm0879918/?ref_=tt_cl_t6
1384,Noriko Honma,/name/nm0393352/?ref_=tt_cl_t7
1385,Payman Maadi,/name/nm1818216/?ref_=tt_cl_t1
1386,Leila Hatami,/name/nm0368689/?ref_=tt_cl_t2
1387,Sareh Bayat,/name/nm4299147/?ref_=tt_cl_t3
1388,Shahab Hosseini,/name/nm1486911/?ref_=tt_cl_t4
1389,Sarina Farhadi,/name/nm4299072/?ref_=tt_cl_t5
1390,Merila Zare'i,/name/nm0953423/?ref_=tt_cl_t6
1391,Ali-Asghar Shahbazi,/name/nm4297889/?ref_=tt_cl_t7
1392,Babak Karimi,/name/nm0439307/?ref_=tt_cl_t8
1393,Kimia Hosseini,/name/nm4297610/?ref_=tt_cl_t9
1394,Shirin Yazdanbakhsh,/name/nm4159861/?ref_=tt_cl_t10
1395,Sahabanu Zolghadr,/name/nm4715538/?ref_=tt_cl_t11
1396,Mohammadhasan Asghari,/name/nm4723261/?ref_=tt_cl_t12
1397,Shirin Azimiyannezhad,/name/nm4723252/?ref_=tt_cl_t13
1398,Hamid Dadju,/name/nm4723367/?ref_=tt_cl_t14
1399,Mohammad Ebrahimian,/name/nm4715520/?ref_=tt_cl_t15
1400,Sean Connery,/name/nm0000125/?ref_=tt_cl_t2
1401,Alison Doody,/name/nm0233145/?ref_=tt_cl_t4
1402,Julian Glover,/name/nm0002103/?ref_=tt_cl_t6
1403,River Phoenix,/name/nm0000203/?ref_=tt_cl_t2
1404,Michael Byrne,/name/nm0126250/?ref_=tt_cl_t8
1405,Kevork Malikyan,/name/nm0539616/?ref_=tt_cl_t9
1406,Robert Eddison,/name/nm0248848/?ref_=tt_cl_t10
1407,Richard Young,/name/nm0949985/?ref_=tt_cl_t11
1408,Alexei Sayle,/name/nm0768488/?ref_=tt_cl_t12
1409,Alex Hyde-White,/name/nm0405033/?ref_=tt_cl_t13
1410,Paul Maxwell,/name/nm0561792/?ref_=tt_cl_t14
1411,Isla Blair,/name/nm0086262/?ref_=tt_cl_t15
1412,Resit Kurt,/name/nm8950457/?ref_=tt_cl_t1
1413,Fikret Kuskan,/name/nm0476334/?ref_=tt_cl_t2
1414,Çetin Tekindor,/name/nm1002038/?ref_=tt_cl_t3
1415,Furkan Turan,/name/nm9043482/?ref_=tt_cl_t4
1416,Hümeyra,/name/nm0406157/?ref_=tt_cl_t5
1417,Serif Sezer,/name/nm0786920/?ref_=tt_cl_t6
1418,Tuba Büyüküstün,/name/nm1735048/?ref_=tt_cl_t7
1419,Yetkin Dikinciler,/name/nm1698738/?ref_=tt_cl_t8
1420,Binnur Kaya,/name/nm1300254/?ref_=tt_cl_t9
1421,Özge Özberk,/name/nm1735332/?ref_=tt_cl_t10
1422,Halit Ergenç,/name/nm1669979/?ref_=tt_cl_t11
1423,Mahmut Gökgöz,/name/nm1734745/?ref_=tt_cl_t12
1424,Bilge Sen,/name/nm0784000/?ref_=tt_cl_t13
1425,Ege Tanman,/name/nm2020015/?ref_=tt_cl_t14
1426,Erdal Tosun,/name/nm0869290/?ref_=tt_cl_t15
1427,Tatsuya Nakadai,/name/nm0619938/?ref_=tt_cl_t1
1428,Yôko Tsukasa,/name/nm0875362/?ref_=tt_cl_t3
1429,Isuzu Yamada,/name/nm0945222/?ref_=tt_cl_t4
1430,Seizaburô Kawazu,/name/nm0442951/?ref_=tt_cl_t6
1431,Hiroshi Tachikawa,/name/nm0846187/?ref_=tt_cl_t8
1432,Yôsuke Natsuki,/name/nm0622416/?ref_=tt_cl_t9
1433,Ikio Sawamura,/name/nm0768026/?ref_=tt_cl_t12
1434,Atsushi Watanabe,/name/nm1226419/?ref_=tt_cl_t12
1435,Susumu Fujita,/name/nm0297843/?ref_=tt_cl_t14
1436,Kyû Sazanka,/name/nm0768566/?ref_=tt_cl_t15
1437,Bette Davis,/name/nm0000012/?ref_=tt_cl_t1
1438,Anne Baxter,/name/nm0000879/?ref_=tt_cl_t2
1439,George Sanders,/name/nm0001695/?ref_=tt_cl_t3
1440,Celeste Holm,/name/nm0002141/?ref_=tt_cl_t4
1441,Gary Merrill,/name/nm0581282/?ref_=tt_cl_t5
1442,Hugh Marlowe,/name/nm0549280/?ref_=tt_cl_t6
1443,Gregory Ratoff,/name/nm0711855/?ref_=tt_cl_t7
1444,Barbara Bates,/name/nm0060845/?ref_=tt_cl_t8
1445,Marilyn Monroe,/name/nm0000054/?ref_=tt_cl_t1
1446,Walter Hampden,/name/nm0358899/?ref_=tt_cl_t11
1447,Randy Stuart,/name/nm0835836/?ref_=tt_cl_t12
1448,Craig Hill,/name/nm0384154/?ref_=tt_cl_t13
1449,Leland Harris,/name/nm0364988/?ref_=tt_cl_t14
1450,Barbara White,/name/nm0924487/?ref_=tt_cl_t15
1451,Edward Asner,/name/nm0000799/?ref_=tt_cl_t1
1452,Christopher Plummer,/name/nm0001626/?ref_=tt_cl_t4
1453,Jordan Nagai,/name/nm2973712/?ref_=tt_cl_t3
1454,Bob Peterson,/name/nm0677037/?ref_=tt_cl_t7
1455,Delroy Lindo,/name/nm0005148/?ref_=tt_cl_t5
1456,Jerome Ranft,/name/nm0710019/?ref_=tt_cl_t6
1457,David Kaye,/name/nm0443286/?ref_=tt_cl_t8
1458,Elie Docter,/name/nm3423667/?ref_=tt_cl_t9
1459,Jeremy Leary,/name/nm3422941/?ref_=tt_cl_t10
1460,Mickie McGowan,/name/nm0569680/?ref_=tt_cl_t11
1461,Danny Mann,/name/nm0542706/?ref_=tt_cl_t12
1462,Jess Harnell,/name/nm0363641/?ref_=tt_cl_t14
1463,Josh Cooley,/name/nm2155757/?ref_=tt_cl_t15
1464,Katie Holmes,/name/nm0005017/?ref_=tt_cl_t4
1465,Rutger Hauer,/name/nm0000442/?ref_=tt_cl_t2
1466,Linus Roache,/name/nm0730070/?ref_=tt_cl_t11
1467,Gerard Murphy,/name/nm0614283/?ref_=tt_cl_t14
1468,Colin McFarlane,/name/nm0568801/?ref_=tt_cl_t15
1469,Tony Curtis,/name/nm0000348/?ref_=tt_cl_t2
1470,George Raft,/name/nm0706368/?ref_=tt_cl_t4
1471,Pat O'Brien,/name/nm0002285/?ref_=tt_cl_t5
1472,Joe E. Brown,/name/nm0113873/?ref_=tt_cl_t6
1473,Nehemiah Persoff,/name/nm0675490/?ref_=tt_cl_t7
1474,Billy Gray,/name/nm0336475/?ref_=tt_cl_t9
1475,George E. Stone,/name/nm0831889/?ref_=tt_cl_t10
1476,Dave Barry,/name/nm0057969/?ref_=tt_cl_t11
1477,Mike Mazurki,/name/nm0563417/?ref_=tt_cl_t12
1478,Harry Wilson,/name/nm0933489/?ref_=tt_cl_t13
1479,Beverly Wills,/name/nm0932617/?ref_=tt_cl_t14
1480,Barbara Drew,/name/nm0237634/?ref_=tt_cl_t15
1481,Walter Huston,/name/nm0404158/?ref_=tt_cl_t2
1482,Tim Holt,/name/nm0392529/?ref_=tt_cl_t3
1483,Bruce Bennett,/name/nm0071636/?ref_=tt_cl_t4
1484,Barton MacLane,/name/nm0533692/?ref_=tt_cl_t5
1485,Alfonso Bedoya,/name/nm0066166/?ref_=tt_cl_t6
1486,Arturo Soto Rangel,/name/nm0815495/?ref_=tt_cl_t7
1487,Manuel Dondé,/name/nm0232375/?ref_=tt_cl_t8
1488,José Torvay,/name/nm0869064/?ref_=tt_cl_t9
1489,Margarito Luna,/name/nm0526058/?ref_=tt_cl_t10
1490,Gene Hackman,/name/nm0000432/?ref_=tt_cl_t2
1491,Jaimz Woolvett,/name/nm0941316/?ref_=tt_cl_t5
1492,Saul Rubinek,/name/nm0007210/?ref_=tt_cl_t6
1493,Frances Fisher,/name/nm0004920/?ref_=tt_cl_t7
1494,Anna Levine,/name/nm0505764/?ref_=tt_cl_t8
1495,David Mucci,/name/nm0610820/?ref_=tt_cl_t9
1496,Rob Campbell,/name/nm0132808/?ref_=tt_cl_t10
1497,Anthony James,/name/nm0416279/?ref_=tt_cl_t11
1498,Tara Frederick,/name/nm0292819/?ref_=tt_cl_t12
1499,Beverley Elliott,/name/nm0254379/?ref_=tt_cl_t13
1500,Liisa Repo-Martell,/name/nm0720082/?ref_=tt_cl_t14
1501,Josie Smith,/name/nm0808844/?ref_=tt_cl_t15
1502,Bruno Ganz,/name/nm0004486/?ref_=tt_cl_t1
1503,Alexandra Maria Lara,/name/nm0487884/?ref_=tt_cl_t4
1504,Corinna Harfouch,/name/nm0362896/?ref_=tt_cl_t3
1505,Ulrich Matthes,/name/nm0559890/?ref_=tt_cl_t4
1506,Juliane Köhler,/name/nm0477810/?ref_=tt_cl_t5
1507,Heino Ferch,/name/nm0272224/?ref_=tt_cl_t6
1508,Christian Berkel,/name/nm0075321/?ref_=tt_cl_t7
1509,Matthias Habich,/name/nm0352278/?ref_=tt_cl_t8
1510,Thomas Kretschmann,/name/nm0470981/?ref_=tt_cl_t9
1511,Michael Mendl,/name/nm0579159/?ref_=tt_cl_t10
1512,André Hennicke,/name/nm0377333/?ref_=tt_cl_t11
1513,Ulrich Noethen,/name/nm0633947/?ref_=tt_cl_t12
1514,Birgit Minichmayr,/name/nm0591352/?ref_=tt_cl_t13
1515,Rolf Kanies,/name/nm0437708/?ref_=tt_cl_t14
1516,Justus von Dohnányi,/name/nm0230649/?ref_=tt_cl_t15
1517,Bonnie Bedelia,/name/nm0000889/?ref_=tt_cl_t2
1518,Reginald VelJohnson,/name/nm0001817/?ref_=tt_cl_t3
1519,Paul Gleason,/name/nm0322339/?ref_=tt_cl_t4
1520,William Atherton,/name/nm0040472/?ref_=tt_cl_t5
1521,Hart Bochner,/name/nm0000952/?ref_=tt_cl_t6
1522,James Shigeta,/name/nm0793363/?ref_=tt_cl_t7
1523,Alan Rickman,/name/nm0000614/?ref_=tt_cl_t3
1524,Alexander Godunov,/name/nm0324231/?ref_=tt_cl_t9
1525,Bruno Doyon,/name/nm0236525/?ref_=tt_cl_t10
1526,De'voreaux White,/name/nm0924636/?ref_=tt_cl_t11
1527,Andreas Wisniewski,/name/nm0936591/?ref_=tt_cl_t12
1528,Clarence Gilyard Jr.,/name/nm0319739/?ref_=tt_cl_t13
1529,Joey Plewa,/name/nm0687270/?ref_=tt_cl_t14
1530,Lorenzo Caccialanza,/name/nm0127960/?ref_=tt_cl_t15
1531,Cathy Moriarty,/name/nm0001550/?ref_=tt_cl_t2
1532,Nicholas Colasanto,/name/nm0170225/?ref_=tt_cl_t5
1533,Theresa Saldana,/name/nm0757854/?ref_=tt_cl_t6
1534,Mario Gallo,/name/nm0002869/?ref_=tt_cl_t7
1535,Frank Adonis,/name/nm0012376/?ref_=tt_cl_t8
1536,Joseph Bono,/name/nm0095114/?ref_=tt_cl_t9
1537,Frank Topham,/name/nm0867666/?ref_=tt_cl_t10
1538,Lori Anne Flax,/name/nm0281349/?ref_=tt_cl_t11
1539,Don Dunphy,/name/nm0242988/?ref_=tt_cl_t13
1540,Bill Hanrahan,/name/nm0360545/?ref_=tt_cl_t14
1541,Rita Bennett,/name/nm1631599/?ref_=tt_cl_t15
1542,Val Kilmer,/name/nm0000174/?ref_=tt_cl_t3
1543,Jon Voight,/name/nm0000685/?ref_=tt_cl_t4
1544,Diane Venora,/name/nm0893204/?ref_=tt_cl_t6
1545,Amy Brenneman,/name/nm0000312/?ref_=tt_cl_t7
1546,Ashley Judd,/name/nm0000171/?ref_=tt_cl_t8
1547,Mykelti Williamson,/name/nm0932112/?ref_=tt_cl_t9
1548,Wes Studi,/name/nm0836071/?ref_=tt_cl_t10
1549,Ted Levine,/name/nm0505971/?ref_=tt_cl_t9
1550,Dennis Haysbert,/name/nm0371660/?ref_=tt_cl_t12
1551,William Fichtner,/name/nm0001209/?ref_=tt_cl_t13
1552,Tom Noonan,/name/nm0006888/?ref_=tt_cl_t15
1553,Mohammad Amir Naji,/name/nm0619870/?ref_=tt_cl_t1
1554,Amir Farrokh Hashemian,/name/nm0268488/?ref_=tt_cl_t2
1555,Bahare Seddiqi,/name/nm0781245/?ref_=tt_cl_t3
1556,Nafise Jafar-Mohammadi,/name/nm0415412/?ref_=tt_cl_t4
1557,Fereshte Sarabandi,/name/nm0764710/?ref_=tt_cl_t5
1558,Kamal Mirkarimi,/name/nm0592395/?ref_=tt_cl_t6
1559,Behzad Rafi,/name/nm0706325/?ref_=tt_cl_t7
1560,Dariush Mokhtari,/name/nm0596335/?ref_=tt_cl_t8
1561,Mohammad-Hasan Hosseinian,/name/nm0396139/?ref_=tt_cl_t9
1562,Masume Dair,/name/nm0197421/?ref_=tt_cl_t10
1563,Kambiz Peykarnegar,/name/nm0678956/?ref_=tt_cl_t11
1564,Hasan Roohparvari,/name/nm0740224/?ref_=tt_cl_t12
1565,Abbas-Ali Roomandi,/name/nm0740283/?ref_=tt_cl_t13
1566,Jafar Seyfollahi,/name/nm0786764/?ref_=tt_cl_t14
1567,Qolamreza Maleki,/name/nm0539337/?ref_=tt_cl_t15
1568,Alida Valli,/name/nm0885098/?ref_=tt_cl_t2
1569,Orson Welles,/name/nm0000080/?ref_=tt_cl_t3
1570,Trevor Howard,/name/nm0002145/?ref_=tt_cl_t5
1571,Bernard Lee,/name/nm0496866/?ref_=tt_cl_t5
1572,Paul Hörbiger,/name/nm0405977/?ref_=tt_cl_t6
1573,Ernst Deutsch,/name/nm0222074/?ref_=tt_cl_t7
1574,Siegfried Breuer,/name/nm0108040/?ref_=tt_cl_t8
1575,Erich Ponto,/name/nm0690691/?ref_=tt_cl_t9
1576,Wilfrid Hyde-White,/name/nm0405035/?ref_=tt_cl_t10
1577,Hedwig Bleibtreu,/name/nm0088177/?ref_=tt_cl_t11
1578,Steve McQueen,/name/nm0000537/?ref_=tt_cl_t1
1579,James Garner,/name/nm0001258/?ref_=tt_cl_t2
1580,Richard Attenborough,/name/nm0000277/?ref_=tt_cl_t4
1581,James Donald,/name/nm0232019/?ref_=tt_cl_t5
1582,Donald Pleasence,/name/nm0000587/?ref_=tt_cl_t6
1583,James Coburn,/name/nm0000336/?ref_=tt_cl_t5
1584,Hannes Messemer,/name/nm0582019/?ref_=tt_cl_t8
1585,David McCallum,/name/nm0564724/?ref_=tt_cl_t9
1586,Gordon Jackson,/name/nm0413561/?ref_=tt_cl_t10
1587,John Leyton,/name/nm0508105/?ref_=tt_cl_t11
1588,Angus Lennie,/name/nm0502007/?ref_=tt_cl_t12
1589,Nigel Stock,/name/nm0830740/?ref_=tt_cl_t13
1590,Robert Graf,/name/nm0333746/?ref_=tt_cl_t14
1591,Jud Taylor,/name/nm0852676/?ref_=tt_cl_t15
1592,Faye Dunaway,/name/nm0001159/?ref_=tt_cl_t1
1593,John Huston,/name/nm0001379/?ref_=tt_cl_t3
1594,Perry Lopez,/name/nm0520164/?ref_=tt_cl_t4
1595,John Hillerman,/name/nm0384916/?ref_=tt_cl_t4
1596,Darrell Zwerling,/name/nm0959022/?ref_=tt_cl_t6
1597,Diane Ladd,/name/nm0002663/?ref_=tt_cl_t7
1598,Roy Jenson,/name/nm0421772/?ref_=tt_cl_t8
1599,Roman Polanski,/name/nm0000591/?ref_=tt_cl_t9
1600,Richard Bakalyan,/name/nm0048147/?ref_=tt_cl_t10
1601,Joe Mantell,/name/nm0544064/?ref_=tt_cl_t11
1602,Bruce Glover,/name/nm0323098/?ref_=tt_cl_t12
1603,Nandu Hinds,/name/nm0385585/?ref_=tt_cl_t13
1604,James O'Rear,/name/nm0642378/?ref_=tt_cl_t14
1605,James Hong,/name/nm0393222/?ref_=tt_cl_t11
1606,Shin'ichi Himori,/name/nm0385443/?ref_=tt_cl_t2
1607,Haruo Tanaka,/name/nm0848984/?ref_=tt_cl_t3
1608,Miki Odagiri,/name/nm0643887/?ref_=tt_cl_t5
1609,Minosuke Yamada,/name/nm0945253/?ref_=tt_cl_t7
1610,Makoto Kobori,/name/nm0462182/?ref_=tt_cl_t9
1611,Nobuo Kaneko,/name/nm0437520/?ref_=tt_cl_t10
1612,Nobuo Nakamura,/name/nm0620206/?ref_=tt_cl_t9
1613,Masao Shimizu,/name/nm0793674/?ref_=tt_cl_t14
1614,Yûnosuke Itô,/name/nm0411770/?ref_=tt_cl_t15
1615,Ivana Baquero,/name/nm1419440/?ref_=tt_cl_t1
1616,Sergi López,/name/nm0530365/?ref_=tt_cl_t2
1617,Maribel Verdú,/name/nm0893941/?ref_=tt_cl_t3
1618,Doug Jones,/name/nm0427964/?ref_=tt_cl_t4
1619,Ariadna Gil,/name/nm0317725/?ref_=tt_cl_t5
1620,Álex Angulo,/name/nm0029962/?ref_=tt_cl_t6
1621,Manolo Solo,/name/nm1254805/?ref_=tt_cl_t7
1622,César Vea,/name/nm0879895/?ref_=tt_cl_t8
1623,Roger Casamajor,/name/nm0142875/?ref_=tt_cl_t9
1624,Ivan Massagué,/name/nm1293644/?ref_=tt_cl_t10
1625,Gonzalo Uriarte,/name/nm0881891/?ref_=tt_cl_t11
1626,Eusebio Lázaro,/name/nm0529463/?ref_=tt_cl_t12
1627,Francisco Vidal,/name/nm0896322/?ref_=tt_cl_t13
1628,Juanjo Cucalón,/name/nm1232001/?ref_=tt_cl_t14
1629,Lina Mira,/name/nm0591941/?ref_=tt_cl_t15
1630,Noriko Hidaka,/name/nm0383022/?ref_=tt_cl_t1
1631,Chika Sakamoto,/name/nm0757076/?ref_=tt_cl_t12
1632,Shigesato Itoi,/name/nm0411790/?ref_=tt_cl_t3
1633,Sumi Shimamoto,/name/nm0793585/?ref_=tt_cl_t1
1634,Tanie Kitabayashi,/name/nm0457498/?ref_=tt_cl_t5
1635,Hitoshi Takagi,/name/nm0847054/?ref_=tt_cl_t6
